unit_id,row,col,area_ha,aml_count,severity_sum,severity_mean,unfunded_cost_sum,dist_water_m,water_km,slope_deg_mean,risk_index,water_priority,restoration_cost_proxy,benefit_proxy,priority_score,candidate
29,4,9,400.0,0.0,0.0,0.0,0.0,68.27866201097862,7.561063879847066,13.208529347739024,0.4020274349207103,7.996035093006861,400.0,4.4000449814241405,2.2000224907120702,1
30,4,10,400.0,0.0,0.0,0.0,0.0,494.1861115426051,4.098625062659744,14.08891472492852,0.3322770226903005,3.1105040788337033,400.0,1.887529062107152,0.943764531053576,1
31,4,11,400.0,36.0,70.0,1.9444444444444444,2155545.5,448.9461146949805,6.217628040286619,15.100127078287782,12.11605864791576,4.607015534845412,2155.5455,450.5976777403058,70.52860968279467,1
32,4,12,400.0,0.0,0.0,0.0,0.0,217.6385185478848,5.031313969114373,14.723605152459172,0.3889622613383963,4.851686486976373,400.0,2.814805504826583,1.4074027524132915,1
33,4,13,400.0,0.0,0.0,0.0,0.0,99.62264287783492,3.3208789781770003,13.034848686070324,0.3926061370107465,3.911168607152383,400.0,2.348190440586938,1.174095220293469,1
34,4,14,400.0,0.0,0.0,0.0,0.0,382.6576084442751,4.657434962439493,12.985219975312551,0.3361897893955377,3.8586330714913384,400.0,2.265506325141206,1.132753162570603,1
35,4,15,400.0,0.0,0.0,0.0,0.0,563.8272106193123,4.001055238132972,13.78353363225995,0.3181206388492623,2.845735981729949,400.0,1.7409886297142367,0.8704943148571184,0
36,4,16,111.7352886150728,0.0,0.0,0.0,0.0,570.082521541352,1.0525346819320034,14.189903629723416,0.3224184235027768,1.16066479264587,111.7352886150728,0.9027508198257118,0.7056389034798504,0
37,5,7,150.22123570332164,0.0,0.0,0.0,0.0,422.735193625314,2.2777997495072326,12.483092274765172,0.3230845856240167,2.1477852514501605,150.22123570332164,1.396977211349097,1.0155749147438176,1
38,5,8,382.7856406370231,0.0,0.0,0.0,0.0,14.914682858549844,5.277835362206055,12.543709723045335,0.4063439688392931,6.1848982254989195,382.7856406370231,3.4987930815887527,1.7878677890623902,1
39,5,9,400.0,0.0,0.0,0.0,0.0,1.9300431288100977,4.099563599775487,12.960181585616535,0.4148766830155782,5.0897307140888834,400.0,2.95974204006002,1.47987102003001,1
